Name,Year of release,Rating,Genre,imdb Url,votes
The Meg,(2018),NA,"
Action, Horror, Sci-Fi            ",http://www.imdb.com/title/tt4779682/?ref_=adv_li_tt,NA
Mission: Impossible - Ghost Protocol,(2011),7.4,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt1229238/?ref_=adv_li_tt,"391,716"
Kick-Ass,(2010),7.7,"
Action, Comedy            ",http://www.imdb.com/title/tt1250777/?ref_=adv_li_tt,"469,634"
Stargate: Atlantis,(2004–2009),8.1,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0374455/?ref_=adv_li_tt,"52,754"
Hellboy,(2004),6.8,"
Action, Fantasy, Horror            ",http://www.imdb.com/title/tt0167190/?ref_=adv_li_tt,"264,098"
Shingeki no kyojin,(2013– ),8.8,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt2560140/?ref_=adv_li_tt,"88,449"
Hanna,(2011),6.8,"
Action, Drama, Thriller            ",http://www.imdb.com/title/tt0993842/?ref_=adv_li_tt,"167,796"
Kill Bill: Vol. 1,(2003),8.1,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0266697/?ref_=adv_li_tt,"817,703"
Wanted,(2008),6.7,"
Action, Crime, Fantasy            ",http://www.imdb.com/title/tt0493464/?ref_=adv_li_tt,"320,404"
Rome,(2005–2007),8.8,"
Action, Drama, History            ",http://www.imdb.com/title/tt0384766/?ref_=adv_li_tt,"127,923"
Acts of Vengeance,(2017),5.6,"
Action, Drama            ",http://www.imdb.com/title/tt6288694/?ref_=adv_li_tt,"2,136"
Wynonna Earp,(2016– ),7.5,"
Action, Drama, Fantasy            ",http://www.imdb.com/title/tt4878326/?ref_=adv_li_tt,"10,600"
Descendants 2,(2017 TV Movie),6.7,"
Action, Adventure, Family            ",http://www.imdb.com/title/tt5117876/?ref_=adv_li_tt,"3,302"
Pirates of the Caribbean: The Curse of the Black Pearl,(2003),8,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0325980/?ref_=adv_li_tt,"896,170"
Terminator Genisys,(2015),6.5,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1340138/?ref_=adv_li_tt,"215,488"
Battlestar Galactica,(2004–2009),8.7,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0407362/?ref_=adv_li_tt,"131,246"
CSI: Miami,(2002–2012),6.4,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0313043/?ref_=adv_li_tt,"46,940"
American Sniper,(2014),7.3,"
Action, Biography, Drama            ",http://www.imdb.com/title/tt2179136/?ref_=adv_li_tt,"367,767"
The Karate Kid,(1984),7.2,"
Action, Drama, Family            ",http://www.imdb.com/title/tt0087538/?ref_=adv_li_tt,"142,883"
Punisher: War Zone,(2008),6,"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0450314/?ref_=adv_li_tt,"53,314"
Now You See Me 2,(2016),6.5,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt3110958/?ref_=adv_li_tt,"177,769"
13 Hours,(2016),7.3,"
Action, Drama, History            ",http://www.imdb.com/title/tt4172430/?ref_=adv_li_tt,"85,547"
Ghostbusters,(2016),5.3,"
Action, Comedy, Fantasy            ",http://www.imdb.com/title/tt1289401/?ref_=adv_li_tt,"160,662"
9/11,(2017),3.9,"
Action, Drama            ",http://www.imdb.com/title/tt4917224/?ref_=adv_li_tt,789
X-Men: Days of Future Past,(2014),8,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1877832/?ref_=adv_li_tt,"571,745"
Star Wars: The Clone Wars,(2008–2015),8,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt0458290/?ref_=adv_li_tt,"33,397"
Point Break,(1991),7.2,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0102685/?ref_=adv_li_tt,"125,373"
Alpha,(II) (2018),NA,"
Action, Drama, Thriller            ",http://www.imdb.com/title/tt4244998/?ref_=adv_li_tt,NA
24 Hours to Live,(2017),5.8,"
Action, Thriller            ",http://www.imdb.com/title/tt5442456/?ref_=adv_li_tt,"2,445"
The LEGO Ninjago Movie,(2017),6,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt3014284/?ref_=adv_li_tt,"7,198"
Shooter,(I) (2007),7.2,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0822854/?ref_=adv_li_tt,"275,376"
Enterprise,(2001–2005),7.5,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0244365/?ref_=adv_li_tt,"34,719"
Spider-Man,(2002),7.3,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0145487/?ref_=adv_li_tt,"592,344"
The Lost World: Jurassic Park,(1997),6.5,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0119567/?ref_=adv_li_tt,"308,476"
Hellboy II: The Golden Army,(2008),7,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0411477/?ref_=adv_li_tt,"223,300"
Overdrive,(2017),5.4,"
Action, Thriller            ",http://www.imdb.com/title/tt1935194/?ref_=adv_li_tt,"5,628"
Into the Badlands,(2015– ),8.1,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt3865236/?ref_=adv_li_tt,"25,673"
Colony,(2016– ),7.3,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt4209256/?ref_=adv_li_tt,"16,582"
Ghostbusters,(1984),7.8,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0087332/?ref_=adv_li_tt,"299,213"
The Belko Experiment,(2016),6.1,"
Action, Horror, Thriller            ",http://www.imdb.com/title/tt1082807/?ref_=adv_li_tt,"26,124"
Big Hero 6,(2014),7.8,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt2245084/?ref_=adv_li_tt,"325,477"
Batman,(1989),7.6,"
Action, Adventure            ",http://www.imdb.com/title/tt0096895/?ref_=adv_li_tt,"291,884"
Top Gun,(1986),6.9,"
Action, Drama, Romance            ",http://www.imdb.com/title/tt0092099/?ref_=adv_li_tt,"239,533"
Iron Man Three,(2013),7.2,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1300854/?ref_=adv_li_tt,"612,677"
Bleeding Steel,(2017),NA,"
Action, Sci-Fi, Thriller            ",http://www.imdb.com/title/tt5813366/?ref_=adv_li_tt,NA
Samson,(2018),NA,"
Action, Drama            ",http://www.imdb.com/title/tt6951892/?ref_=adv_li_tt,NA
Looper,(2012),7.4,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1276104/?ref_=adv_li_tt,"466,572"
Star Trek,(2009),8,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0796366/?ref_=adv_li_tt,"535,981"
Oldeuboi,(2003),8.4,"
Action, Drama, Mystery            ",http://www.imdb.com/title/tt0364569/?ref_=adv_li_tt,"406,819"
Raiders of the Lost Ark,(1981),8.5,"
Action, Adventure            ",http://www.imdb.com/title/tt0082971/?ref_=adv_li_tt,"732,122"
Iron Man 2,(2010),7,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1228705/?ref_=adv_li_tt,"578,759"
The Last Ship,(2014– ),7.5,"
Action, Drama, Sci-Fi            ",http://www.imdb.com/title/tt2402207/?ref_=adv_li_tt,"45,747"
The Man from U.N.C.L.E.,(2015),7.3,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt1638355/?ref_=adv_li_tt,"216,193"
Star Wars: Episode IX,(2019),NA,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt2527338/?ref_=adv_li_tt,NA
The Equalizer,(2014),7.2,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0455944/?ref_=adv_li_tt,"257,666"
Superman,(1978),7.3,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0078346/?ref_=adv_li_tt,"137,394"
Pokemon,(2019),NA,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt5884052/?ref_=adv_li_tt,NA
9,(I) (2009),7.1,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt0472033/?ref_=adv_li_tt,"118,619"
Terminator 2: Judgment Day,(1991),8.5,"
Action, Sci-Fi, Thriller            ",http://www.imdb.com/title/tt0103064/?ref_=adv_li_tt,"823,398"
The Amazing Spider-Man 2,(2014),6.7,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1872181/?ref_=adv_li_tt,"356,265"
Green Lantern,(2011),5.6,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1133985/?ref_=adv_li_tt,"237,619"
Security,(I) (2017),5.7,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt3501112/?ref_=adv_li_tt,"8,269"
Call of Duty: WWII,(2017 Video Game),8.7,"
Action, War            ",http://www.imdb.com/title/tt6824658/?ref_=adv_li_tt,974
V for Vendetta,(2005),8.2,"
Action, Drama, Sci-Fi            ",http://www.imdb.com/title/tt0434409/?ref_=adv_li_tt,"877,108"
Underworld: Blood Wars,(2016),5.8,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt3717252/?ref_=adv_li_tt,"52,547"
Jack Reacher: Never Go Back,(2016),6.1,"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt3393786/?ref_=adv_li_tt,"95,961"
Colossal,(2016),6.2,"
Action, Comedy, Drama            ",http://www.imdb.com/title/tt4680182/?ref_=adv_li_tt,"34,395"
Spider-Man 3,(2007),6.2,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0413300/?ref_=adv_li_tt,"421,157"
Kick-Ass 2,(2013),6.6,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt1650554/?ref_=adv_li_tt,"222,058"
Predator,(1987),7.8,"
Action, Sci-Fi, Thriller            ",http://www.imdb.com/title/tt0093773/?ref_=adv_li_tt,"316,266"
Six,(2017– ),7.3,"
Action, Drama, History            ",http://www.imdb.com/title/tt5541338/?ref_=adv_li_tt,"5,589"
Furious Seven,(2015),7.2,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt2820852/?ref_=adv_li_tt,"313,070"
2.0,(2018),NA,"
Action, Sci-Fi            ",http://www.imdb.com/title/tt5080556/?ref_=adv_li_tt,NA
Mission: Impossible - Rogue Nation,(2015),7.4,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt2381249/?ref_=adv_li_tt,"269,015"
Jurassic Park: Island Survival,,NA,"
Action, Adventure            ",http://www.imdb.com/title/tt5815286/?ref_=adv_li_tt,NA
Batman Ninja,(2018),NA,"
Animation, Action            ",http://www.imdb.com/title/tt7451284/?ref_=adv_li_tt,NA
xXx: Return of Xander Cage,(2017),5.2,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt1293847/?ref_=adv_li_tt,"63,677"
Black Lightning,(2018– ),NA,"
Action, Sci-Fi            ",http://www.imdb.com/title/tt6045840/?ref_=adv_li_tt,NA
Edge of Tomorrow,(2014),7.9,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1631867/?ref_=adv_li_tt,"494,134"
Hulk,(2003),5.7,"
Action, Sci-Fi            ",http://www.imdb.com/title/tt0286716/?ref_=adv_li_tt,"226,009"
Baywatch,(1989–2001),5.2,"
Action, Drama            ",http://www.imdb.com/title/tt0096542/?ref_=adv_li_tt,"20,881"
The Mummy,(1999),7,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0120616/?ref_=adv_li_tt,"343,527"
Agent Carter,(2015–2016),8,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt3475734/?ref_=adv_li_tt,"58,936"
Apocalypto,(2006),7.8,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0472043/?ref_=adv_li_tt,"254,637"
X-Men,(2000),7.4,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0120903/?ref_=adv_li_tt,"497,714"
The Mortal Instruments: City of Bones,(2013),5.9,"
Action, Fantasy, Horror            ",http://www.imdb.com/title/tt1538403/?ref_=adv_li_tt,"115,328"
The Hunger Games: Mockingjay - Part 2,(2015),6.6,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1951266/?ref_=adv_li_tt,"218,054"
The Punisher,(1989),5.7,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0098141/?ref_=adv_li_tt,"18,036"
Maleficent,(2014),7,"
Action, Adventure, Family            ",http://www.imdb.com/title/tt1587310/?ref_=adv_li_tt,"278,493"
The Adventures of Tintin,(2011),7.4,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt0983193/?ref_=adv_li_tt,"189,758"
Snowpiercer,(2013),7,"
Action, Fantasy, Sci-Fi            ",http://www.imdb.com/title/tt1706620/?ref_=adv_li_tt,"210,987"
Burn Notice,(2007–2013),8,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0810788/?ref_=adv_li_tt,"61,930"
Jason Bourne,(2016),6.6,"
Action, Thriller            ",http://www.imdb.com/title/tt4196776/?ref_=adv_li_tt,"167,728"
Lucy,(I) (2014),6.4,"
Action, Sci-Fi, Thriller            ",http://www.imdb.com/title/tt2872732/?ref_=adv_li_tt,"368,312"
Dawn of the Planet of the Apes,(2014),7.6,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt2103281/?ref_=adv_li_tt,"361,793"
Old Boy,(2013),5.8,"
Action, Drama, Mystery            ",http://www.imdb.com/title/tt1321511/?ref_=adv_li_tt,"56,884"
The Terminator,(1984),8,"
Action, Sci-Fi            ",http://www.imdb.com/title/tt0088247/?ref_=adv_li_tt,"664,999"
Exodus: Gods and Kings,(2014),6,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt1528100/?ref_=adv_li_tt,"141,591"
X: First Class,(2011),7.8,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1270798/?ref_=adv_li_tt,"566,446"
Aliens,(1986),8.4,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0090605/?ref_=adv_li_tt,"546,850"
Sucker Punch,(2011),6.1,"
Action, Fantasy            ",http://www.imdb.com/title/tt0978764/?ref_=adv_li_tt,"209,272"
Inferno,(I) (2016),6.2,"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt3062096/?ref_=adv_li_tt,"115,676"
Casino Royale,(2006),8,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0381061/?ref_=adv_li_tt,"507,982"
Dune,(1984),6.6,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0087182/?ref_=adv_li_tt,"104,355"
Avengers Assemble,(2013– ),7.1,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt2455546/?ref_=adv_li_tt,"4,700"
Batman Returns,(1992),7,"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0103776/?ref_=adv_li_tt,"234,615"
Allegiant,(2016),5.7,"
Action, Adventure, Mystery            ",http://www.imdb.com/title/tt3410834/?ref_=adv_li_tt,"78,969"
Death Wish,(2018),NA,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1137450/?ref_=adv_li_tt,NA
Spy,(2015),7,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt3079380/?ref_=adv_li_tt,"196,432"
Kingdom of Heaven,(2005),7.2,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0320661/?ref_=adv_li_tt,"234,919"
Once Upon a Time in Venice,(2017),5.2,"
Action, Comedy, Thriller            ",http://www.imdb.com/title/tt4694544/?ref_=adv_li_tt,"8,754"
The Legend of Tarzan,(2016),6.3,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0918940/?ref_=adv_li_tt,"131,796"
Live by Night,(2016),6.4,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt2361317/?ref_=adv_li_tt,"37,636"
From Dusk Till Dawn,(1996),7.3,"
Action, Crime, Horror            ",http://www.imdb.com/title/tt0116367/?ref_=adv_li_tt,"239,732"
Van Helsing,(2004),6.1,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0338526/?ref_=adv_li_tt,"213,749"
Mayhem,(2017),6.4,"
Action, Horror            ",http://www.imdb.com/title/tt4348012/?ref_=adv_li_tt,"3,066"
Cloud Atlas,(2012),7.5,"
Action, Drama, Mystery            ",http://www.imdb.com/title/tt1371111/?ref_=adv_li_tt,"307,707"
Mechanic: Resurrection,(2016),5.7,"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt3522806/?ref_=adv_li_tt,"55,694"
First Kill,(I) (2017),4.9,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt5884234/?ref_=adv_li_tt,"3,913"
Death Proof,(2007),7.1,"
Action, Thriller            ",http://www.imdb.com/title/tt1028528/?ref_=adv_li_tt,"227,246"
Unlocked,(I) (2017),6.2,"
Action, Drama, Mystery            ",http://www.imdb.com/title/tt1734493/?ref_=adv_li_tt,"12,182"
Ash vs Evil Dead,(2015– ),8.6,"
Action, Comedy, Fantasy            ",http://www.imdb.com/title/tt4189022/?ref_=adv_li_tt,"43,922"
Jurassic Park III,(2001),5.9,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0163025/?ref_=adv_li_tt,"242,430"
San Andreas,(2015),6.1,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt2126355/?ref_=adv_li_tt,"169,806"
Maze Runner: The Scorch Trials,(2015),6.3,"
Action, Sci-Fi, Thriller            ",http://www.imdb.com/title/tt4046784/?ref_=adv_li_tt,"169,921"
The Expendables 3,(2014),6.1,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt2333784/?ref_=adv_li_tt,"143,305"
Lone Survivor,(2013),7.5,"
Action, Biography, Drama            ",http://www.imdb.com/title/tt1091191/?ref_=adv_li_tt,"227,724"
Lethal Weapon,(1987),7.6,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0093409/?ref_=adv_li_tt,"206,322"
Starship Troopers,(1997),7.2,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0120201/?ref_=adv_li_tt,"237,156"
Chappie,(2015),6.8,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1823672/?ref_=adv_li_tt,"197,634"
Planet of the Apes,(2001),5.7,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0133152/?ref_=adv_li_tt,"191,961"
The Amazing Spider-Man,(2012),7,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0948470/?ref_=adv_li_tt,"489,144"
Hot Fuzz,(2007),7.9,"
Action, Comedy            ",http://www.imdb.com/title/tt0425112/?ref_=adv_li_tt,"389,776"
Triple 9,(2016),6.3,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1712261/?ref_=adv_li_tt,"52,744"
Need for Speed,(2014),6.5,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt2369135/?ref_=adv_li_tt,"146,844"
Superman Returns,(2006),6.1,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0348150/?ref_=adv_li_tt,"251,117"
X-Men Origins: Wolverine,(2009),6.7,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0458525/?ref_=adv_li_tt,"401,887"
Keeping Up with the Joneses,(2016),5.9,"
Action, Comedy            ",http://www.imdb.com/title/tt2387499/?ref_=adv_li_tt,"42,203"
Gods of Egypt,(2016),5.4,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt2404233/?ref_=adv_li_tt,"80,318"
Shazam!,(2019),NA,"
Action, Fantasy, Sci-Fi            ",http://www.imdb.com/title/tt0448115/?ref_=adv_li_tt,NA
Destiny 2,(2017 Video Game),8.6,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt6721356/?ref_=adv_li_tt,778
Free Fire,(2016),6.5,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt4158096/?ref_=adv_li_tt,"25,416"
Mighty Morphin Power Rangers,(1993–1999),6.4,"
Action, Adventure, Family            ",http://www.imdb.com/title/tt0106064/?ref_=adv_li_tt,"17,525"
Battleship,(2012),5.8,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1440129/?ref_=adv_li_tt,"214,913"
Total Recall,(1990),7.5,"
Action, Sci-Fi, Thriller            ",http://www.imdb.com/title/tt0100802/?ref_=adv_li_tt,"259,757"
Samurai Cop 2: Deadly Vengeance,(2015),5.6,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt3398252/?ref_=adv_li_tt,"3,366"
Creed II,(2018),NA,"
Action, Drama, Sport            ",http://www.imdb.com/title/tt6343314/?ref_=adv_li_tt,NA
Killjoys,(2015– ),7.2,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt3952222/?ref_=adv_li_tt,"14,526"
World War Z,(2013),7,"
Action, Adventure, Horror            ",http://www.imdb.com/title/tt0816711/?ref_=adv_li_tt,"512,872"
Captain Underpants: The First Epic Movie,(2017),6.2,"
Animation, Action, Comedy            ",http://www.imdb.com/title/tt2091256/?ref_=adv_li_tt,"13,438"
Robin Hood: Prince of Thieves,(1991),6.9,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0102798/?ref_=adv_li_tt,"155,586"
Den of Thieves,(2018),NA,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1259528/?ref_=adv_li_tt,NA
Angel,(1999–2004),8,"
Action, Drama, Fantasy            ",http://www.imdb.com/title/tt0162065/?ref_=adv_li_tt,"55,423"
Suicide Squad 2,(2019),NA,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt6334354/?ref_=adv_li_tt,NA
The Tick,(2017– ),7.4,"
Action, Comedy            ",http://www.imdb.com/title/tt5540054/?ref_=adv_li_tt,"7,717"
Transformers,(2007),7.1,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0418279/?ref_=adv_li_tt,"544,300"
Austin Powers: The Spy Who Shagged Me,(1999),6.6,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0145660/?ref_=adv_li_tt,"192,702"
The Pacific,(2010),8.3,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0374463/?ref_=adv_li_tt,"78,051"
Tropic Thunder,(2008),7,"
Action, Comedy            ",http://www.imdb.com/title/tt0942385/?ref_=adv_li_tt,"330,424"
King Kong,(2005),7.2,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0360717/?ref_=adv_li_tt,"343,572"
The Hunger Games: Catching Fire,(2013),7.5,"
Action, Adventure, Mystery            ",http://www.imdb.com/title/tt1951264/?ref_=adv_li_tt,"540,978"
Game Night,(2018),NA,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt2704998/?ref_=adv_li_tt,NA
Taken,(2017– ),6.6,"
Action, Drama, Thriller            ",http://www.imdb.com/title/tt5052460/?ref_=adv_li_tt,"4,748"
Science Fiction Volume One: The Osiris Child,(2016),5.7,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt4536768/?ref_=adv_li_tt,"3,464"
Wheelman,(2017),6.4,"
Action, Crime, Mystery            ",http://www.imdb.com/title/tt5723286/?ref_=adv_li_tt,"7,144"
Con Air,(1997),6.8,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0118880/?ref_=adv_li_tt,"241,353"
Birth of the Dragon,(2016),5,"
Action, Biography, Drama            ",http://www.imdb.com/title/tt2720826/?ref_=adv_li_tt,"3,187"
"I, Robot",(2004),7.1,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0343818/?ref_=adv_li_tt,"428,346"
The Legend of Korra,(2012–2014),8.6,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt1695360/?ref_=adv_li_tt,"75,600"
Indiana Jones and the Last Crusade,(1989),8.3,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0097576/?ref_=adv_li_tt,"573,434"
Bumblebee,(2018),NA,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt4701182/?ref_=adv_li_tt,NA
Steven Universe,(2013– ),8.4,"
Animation, Action, Comedy            ",http://www.imdb.com/title/tt3061046/?ref_=adv_li_tt,"15,127"
Skyfall,(2012),7.8,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt1074638/?ref_=adv_li_tt,"560,401"
In Time,(2011),6.7,"
Action, Sci-Fi, Thriller            ",http://www.imdb.com/title/tt1637688/?ref_=adv_li_tt,"327,234"
Willow,(1988),7.3,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0096446/?ref_=adv_li_tt,"86,842"
Independence Day: Resurgence,(2016),5.3,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1628841/?ref_=adv_li_tt,"139,769"
The Patriot,(2000),7.2,"
Action, Drama, History            ",http://www.imdb.com/title/tt0187393/?ref_=adv_li_tt,"223,534"
Tron,(2010),6.8,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1104001/?ref_=adv_li_tt,"280,274"
Immortals,(2011),6,"
Action, Drama, Fantasy            ",http://www.imdb.com/title/tt1253864/?ref_=adv_li_tt,"145,978"
Teenage Mutant Ninja Turtles: Out of the Shadows,(2016),6,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt3949660/?ref_=adv_li_tt,"66,689"
Batman: The Animated Series,(1992–1995),9,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt0103359/?ref_=adv_li_tt,"63,494"
The Humanity Bureau,(2017),3.8,"
Action, Sci-Fi            ",http://www.imdb.com/title/tt6143568/?ref_=adv_li_tt,696
Transformers: Age of Extinction,(2014),5.7,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt2109248/?ref_=adv_li_tt,"266,391"
300: Rise of an Empire,(2014),6.2,"
Action, Fantasy            ",http://www.imdb.com/title/tt1253863/?ref_=adv_li_tt,"245,507"
Waterworld,(1995),6.1,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0114898/?ref_=adv_li_tt,"155,204"
Flashpoint,(2020),NA,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0439572/?ref_=adv_li_tt,NA
The Lone Ranger,(2013),6.5,"
Action, Adventure, Western            ",http://www.imdb.com/title/tt1210819/?ref_=adv_li_tt,"196,628"
The Book of Eli,(2010),6.9,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt1037705/?ref_=adv_li_tt,"249,135"
Young Justice,(2010– ),8.7,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt1641384/?ref_=adv_li_tt,"21,898"
Fantastic Four,(2015),4.3,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1502712/?ref_=adv_li_tt,"127,551"
Star Wars: Battlefront II,(2017 Video Game),6,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt5710996/?ref_=adv_li_tt,672
Star Trek: Into Darkness,(2013),7.8,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1408101/?ref_=adv_li_tt,"426,898"
Dawn of the Dead,(2004),7.3,"
Action, Horror, Thriller            ",http://www.imdb.com/title/tt0363547/?ref_=adv_li_tt,"208,112"
The Equalizer 2,(2018),NA,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt3766354/?ref_=adv_li_tt,NA
Talladega Nights: The Ballad of Ricky Bobby,(2006),6.6,"
Action, Comedy, Sport            ",http://www.imdb.com/title/tt0415306/?ref_=adv_li_tt,"141,752"
Rise of the Planet of the Apes,(2011),7.6,"
Action, Drama, Sci-Fi            ",http://www.imdb.com/title/tt1318514/?ref_=adv_li_tt,"445,464"
Dragon Ball Super: Doragon bôru cho,(2015– ),8.1,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt4644488/?ref_=adv_li_tt,"11,414"
The Fast and the Furious,(2001),6.7,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0232500/?ref_=adv_li_tt,"298,576"
Daredevil,(2003),5.3,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0287978/?ref_=adv_li_tt,"186,959"
